Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Property Type,Tenure,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
THE CENTRAL,"42,011,550","13,336.6","3,150",04 Mar 2019,8 EU TONG SEN STREET #24-89,Resale,Strata,"1,239","33,908",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
SBF CENTER,"4,300,000","1,323.97","3,248",05 Mar 2019,160 ROBINSON ROAD #16-06,Resale,Strata,123,"34,959",Office,99 yrs from 21/12/2011,01,06,068914,Central Region,Downtown Core
INTERNATIONAL PLAZA,"925,000",462.85,"1,998",05 Mar 2019,10 ANSON ROAD #09-15,Resale,Strata,43,"21,512",Office,99 yrs from 02/06/1970,02,07,079903,Central Region,Downtown Core
N.A.,"1,500,000",947.23,"1,584",07 Mar 2019,25 HOOT KIAM ROAD,Resale,Strata,88,"17,045",Office,Freehold,10,24,249407,Central Region,Tanglin
PAYA LEBAR SQUARE,"990,000",484.38,"2,044",08 Mar 2019,60 PAYA LEBAR ROAD #10-22,Resale,Strata,45,"22,000",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
HIGH STREET PLAZA,"730,000",312.16,"2,339",08 Mar 2019,77 HIGH STREET #09-14,Resale,Strata,29,"25,172",Office,999 yrs from 11/06/1827,06,17,179433,Central Region,Downtown Core
PAYA LEBAR SQUARE,"1,025,000",548.96,"1,867",11 Mar 2019,60 PAYA LEBAR ROAD #11-11,Resale,Strata,51,"20,098",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
SUNSHINE PLAZA,"1,985,000","1,097.93","1,808",11 Mar 2019,91 BENCOOLEN STREET #10-03,Resale,Strata,102,"19,461",Office,99 yrs from 19/03/1997,07,18,189652,Central Region,Rochor
BUKIT TIMAH SHOPPING CENTRE,"1,530,000","1,248.62","1,225",11 Mar 2019,170 UPPER BUKIT TIMAH ROAD #10-03,Resale,Strata,116,"13,190",Office,999 yrs from 17/12/1883,21,58,588179,Central Region,Bukit Timah
HAVELOCK2,"2,786,000","1,603.84","1,737",12 Mar 2019,2 HAVELOCK ROAD #04-18,Resale,Strata,149,"18,698",Office,99 yrs from 04/05/1983,01,05,059763,Central Region,Singapore River
THE GOLDEN LANDMARK,"480,000",279.86,"1,715",12 Mar 2019,390 VICTORIA STREET #02-15,Resale,Strata,26,"18,462",Office,99 yrs from 30/04/1981,07,18,188061,Central Region,Rochor
HAVELOCK2,"1,092,000",635.08,"1,719",12 Mar 2019,2 HAVELOCK ROAD #04-17,Resale,Strata,59,"18,508",Office,99 yrs from 04/05/1983,01,05,059763,Central Region,Singapore River
CHINATOWN POINT,"2,110,000","1,054.87","2,000",13 Mar 2019,133 NEW BRIDGE ROAD #10-03,Resale,Strata,98,"21,531",Office,99 yrs from 12/11/1980,01,05,059413,Central Region,Outram
FOOK HAI BUILDING,"1,700,000","1,496.2","1,136",14 Mar 2019,150 SOUTH BRIDGE ROAD #02-30,Resale,Strata,139,"12,230",Office,99 yrs from 18/01/1972,01,05,058727,Central Region,Outram
PARKLANE SHOPPING MALL,"310,000",247.57,"1,252",15 Mar 2019,35 SELEGIE ROAD #04-22,Resale,Strata,23,"13,478",Office,99 yrs from 01/12/1974,07,18,188307,Central Region,Rochor
PENINSULA PLAZA,"3,907,200","1,776.06","2,200",15 Mar 2019,111 NORTH BRIDGE ROAD #14-05,Resale,Strata,165,"23,680",Office,999 yrs from 29/10/1829,06,17,179098,Central Region,Downtown Core
HOA NAM BUILDING,"1,300,000",721.19,"1,803",15 Mar 2019,27 FOCH ROAD #02-06,Resale,Strata,67,"19,403",Office,Freehold,08,20,209264,Central Region,Kallang
THE PLAZA,"2,200,000","2,174.33","1,012",15 Mar 2019,"7500A BEACH ROAD #09-301,302",Resale,Strata,202,"10,891",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Kallang
CONCORDE SHOPPING CENTRE,"433,888",333.68,"1,300",18 Mar 2019,317 OUTRAM ROAD #02-28,Resale,Strata,31,"13,996",Office,99 yrs from 16/06/1980,03,16,169075,Central Region,Bukit Merah
CENTROPOD @ CHANGI,"720,000",484.38,"1,486",19 Mar 2019,80 CHANGI ROAD #03-15,Resale,Strata,45,"16,000",Office,Freehold,14,41,419715,Central Region,Geylang
CENTRIUM SQUARE,"1,450,000",570.49,"2,542",20 Mar 2019,320 SERANGOON ROAD #10-03,New Sale,Strata,53,"27,358",Office,Freehold,08,21,218108,Central Region,Kallang
SOHO LIFE,"600,000",441.32,"1,360",20 Mar 2019,216 JOO CHIAT ROAD #03-19,Resale,Strata,41,"14,634",Office,Freehold,15,42,427483,Central Region,Geylang
THE PLAZA,"768,000",678.13,"1,133",20 Mar 2019,7500A BEACH ROAD #04-306,Resale,Strata,63,"12,190",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Kallang
ROBINSON SQUARE,"3,200,000","1,184.04","2,703",21 Mar 2019,144 ROBINSON ROAD #06-02,Resale,Strata,110,"29,091",Office,Freehold,01,06,068908,Central Region,Downtown Core
THE PLAZA,"900,000",721.19,"1,248",22 Mar 2019,7500A BEACH ROAD #15-323,Resale,Strata,67,"13,433",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Kallang
HOUGANG GREEN SHOPPING MALL,"958,000",269.1,"3,560",22 Mar 2019,21 HOUGANG STREET 51 #01-14,Resale,Strata,25,"38,320",Office,99 yrs from 01/12/1994,19,53,538719,North East Region,Hougang
SUNTEC TOWER ONE,"5,204,082","2,195.86","2,370",25 Mar 2019,7 TEMASEK BOULEVARD #37-02,Resale,Strata,204,"25,510",Office,99 yrs from 01/03/1989,01,03,038987,Central Region,Downtown Core
SUNTEC TOWER ONE,"7,295,918","3,078.5","2,370",25 Mar 2019,7 TEMASEK BOULEVARD #37-03,Resale,Strata,286,"25,510",Office,99 yrs from 01/03/1989,01,03,038987,Central Region,Downtown Core
HIGH STREET PLAZA,"960,000",387.5,"2,477",26 Mar 2019,77 HIGH STREET #05-13,Resale,Strata,36,"26,667",Office,999 yrs from 11/06/1827,06,17,179433,Central Region,Downtown Core
HAVELOCK2,"777,000",398.27,"1,951",26 Mar 2019,2 HAVELOCK ROAD #05-02,Resale,Strata,37,"21,000",Office,99 yrs from 04/05/1983,01,05,059763,Central Region,Singapore River
HIGH STREET CENTRE,"2,150,000","1,097.93","1,958",27 Mar 2019,1 NORTH BRIDGE ROAD #13-05,Resale,Strata,102,"21,078",Office,99 yrs from 02/06/1969,06,17,179094,Central Region,Downtown Core
PEOPLE'S PARK COMPLEX,"2,189,397","1,216.33","1,800",27 Mar 2019,1 PARK ROAD #04-63,Resale,Strata,113,"19,375",Office,99 yrs from 25/03/1968,01,05,059108,Central Region,Outram
HIGH STREET CENTRE,"1,473,750",785.77,"1,876",28 Mar 2019,1 NORTH BRIDGE ROAD #15-10,Resale,Strata,73,"20,188",Office,99 yrs from 02/06/1969,06,17,179094,Central Region,Downtown Core
SUNSHINE PLAZA,"6,921,740","3,616.7","1,914",28 Mar 2019,"91 BENCOOLEN STREET #04-03,04,05,06,07",Resale,Strata,336,"20,600",Office,99 yrs from 19/03/1997,07,18,189652,Central Region,Rochor
THE CENTRAL,"1,480,000",635.08,"2,330",29 Mar 2019,12 EU TONG SEN STREET #08-168,Resale,Strata,59,"25,085",Office,99 yrs from 02/01/2001,01,05,059819,Central Region,Singapore River
HAVELOCK2,"484,200",333.68,"1,451",01 Apr 2019,2 HAVELOCK ROAD #04-23,Resale,Strata,31,"15,619",Office,99 yrs from 04/05/1983,01,05,059763,Central Region,Singapore River
LIANG SEAH COURT,"1,110,000",592.02,"1,875",01 Apr 2019,8 LIANG SEAH STREET #02-03,Resale,Strata,55,"20,182",Office,999 yrs from 25/01/1827,07,18,189029,Central Region,Downtown Core
PAYA LEBAR SQUARE,"1,060,000",548.96,"1,931",01 Apr 2019,60 PAYA LEBAR ROAD #11-12,Resale,Strata,51,"20,784",Office,99 yrs from 25/07/2011,14,40,409051,Central Region,Geylang
SIM LIM TOWER,"1,288,000",731.95,"1,760",02 Apr 2019,10 JALAN BESAR #07-06,Resale,Strata,68,"18,941",Office,Freehold,08,20,208787,Central Region,Rochor
SUNTEC TOWER ONE,"9,036,700","3,928.86","2,300",02 Apr 2019,7 TEMASEK BOULEVARD #06-03,Resale,Strata,365,"24,758",Office,99 yrs from 01/03/1989,01,03,038987,Central Region,Downtown Core
WOODS SQUARE,"1,015,700",559.73,"1,815",02 Apr 2019,12 WOODLANDS SQUARE #06-65,New Sale,Strata,52,"19,533",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
UNITED HOUSE,"3,250,000","1,399.32","2,323",03 Apr 2019,20 KRAMAT LANE #05-01,Resale,Strata,130,"25,000",Office,Freehold,09,22,228773,Central Region,Orchard
SAMSUNG HUB,"44,000,000","13,110.55","3,356",05 Apr 2019,"3 CHURCH STREET #14-01,02,03,04",Resale,Strata,"1,218","36,125",Office,999 yrs from 25/01/1827,01,04,049483,Central Region,Downtown Core
THONG TECK BUILDING,"40,460,000","22,227.66","1,820",09 Apr 2019,"15 SCOTTS ROAD #02-01,06-08,10-12",Resale,Strata,"2,065","19,593",Office,Freehold,09,22,228218,Central Region,Orchard
THONG TECK BUILDING,"39,220,000","10,860.88","3,611",09 Apr 2019,"15 SCOTTS ROAD #06-00,02,03,04 ETC",Resale,Strata,"1,009","38,870",Office,Freehold,09,22,228218,Central Region,Orchard
THONG TECK BUILDING,"18,950,000","5,769.5","3,285",09 Apr 2019,15 SCOTTS ROAD #03-03-08,Resale,Strata,536,"35,354",Office,Freehold,09,22,228218,Central Region,Orchard
THONG TECK BUILDING,"3,450,000",925.7,"3,727",09 Apr 2019,15 SCOTTS ROAD #08-04,Resale,Strata,86,"40,116",Office,Freehold,09,22,228218,Central Region,Orchard
THONG TECK BUILDING,"38,570,000","10,807.06","3,569",09 Apr 2019,"15 SCOTTS ROAD #07-01,02,03,04ETC",Resale,Strata,"1,004","38,416",Office,Freehold,09,22,228218,Central Region,Orchard
PENINSULA PLAZA,"3,000,000","1,485.43","2,020",10 Apr 2019,111 NORTH BRIDGE ROAD #24-02,Resale,Strata,138,"21,739",Office,999 yrs from 29/10/1829,06,17,179098,Central Region,Downtown Core
THE CENTRAL,"41,077,960","13,336.6","3,080",15 Apr 2019,"8 EU TONG SEN STREET #23-89,90,91,92",Resale,Strata,"1,239","33,154",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
HAVELOCK2,"501,000",344.45,"1,455",17 Apr 2019,2 HAVELOCK ROAD #04-24,Resale,Strata,32,"15,656",Office,99 yrs from 04/05/1983,01,05,059763,Central Region,Singapore River
GOLDEN MILE COMPLEX,"600,000",441.32,"1,360",17 Apr 2019,5001 BEACH ROAD #06-21,Resale,Strata,41,"14,634",Office,99 yrs from 04/08/1969,07,19,199588,Central Region,Kallang
HAVELOCK2,"678,000",462.85,"1,465",17 Apr 2019,2 HAVELOCK ROAD #04-25,Resale,Strata,43,"15,767",Office,99 yrs from 04/05/1983,01,05,059763,Central Region,Singapore River
SHENTON HOUSE,"1,066,000",559.73,"1,904",17 Apr 2019,3 SHENTON WAY #12-03,Resale,Strata,52,"20,500",Office,99 yrs from 02/06/1969,01,06,068805,Central Region,Downtown Core
HIGH STREET CENTRE,"1,951,950","1,001.05","1,950",18 Apr 2019,1 NORTH BRIDGE ROAD #18-05,Resale,Strata,93,"20,989",Office,99 yrs from 02/06/1969,06,17,179094,Central Region,Downtown Core
SHENTON HOUSE,"1,058,000",559.73,"1,890",18 Apr 2019,3 SHENTON WAY #12-03,Resale,Strata,52,"20,346",Office,99 yrs from 02/06/1969,01,06,068805,Central Region,Downtown Core
HAVELOCK2,"1,235,100",721.19,"1,713",22 Apr 2019,2 HAVELOCK ROAD #04-16,Resale,Strata,67,"18,434",Office,99 yrs from 04/05/1983,01,05,059763,Central Region,Singapore River
REALTY CENTRE,"148,000,000","45,951.52","3,221",22 Apr 2019,"15 (ENBLOC) ENGGOR STREET #10-03,04 ETC",Resale,Strata,"4,269","34,669",Office,Freehold,02,07,079716,Central Region,Downtown Core
HAVELOCK2,"977,340",570.49,"1,713",22 Apr 2019,2 HAVELOCK ROAD #05-16,Resale,Strata,53,"18,440",Office,99 yrs from 04/05/1983,01,05,059763,Central Region,Singapore River
THE CENTRAL,"2,300,000",925.7,"2,485",24 Apr 2019,8 EU TONG SEN STREET #24-84,Resale,Strata,86,"26,744",Office,99 yrs from 02/01/2001,01,05,059818,Central Region,Singapore River
HIGH STREET PLAZA,"257,000",86.11,"2,984",24 Apr 2019,77 HIGH STREET #09-08,Resale,Strata,8,"32,125",Office,999 yrs from 11/06/1827,06,17,179433,Central Region,Downtown Core
WOODS SQUARE,"1,855,027","1,033.34","1,795",24 Apr 2019,12 WOODLANDS SQUARE #03-76,New Sale,Strata,96,"19,323",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
PARKLANE SHOPPING MALL,"560,000",452.09,"1,239",24 Apr 2019,35 SELEGIE ROAD #04-01,Resale,Strata,42,"13,333",Office,99 yrs from 01/12/1974,07,18,188307,Central Region,Rochor
HAVELOCK2,"510,300",333.68,"1,529",24 Apr 2019,2 HAVELOCK ROAD #05-20,Resale,Strata,31,"16,461",Office,99 yrs from 04/05/1983,01,05,059763,Central Region,Singapore River
HIGH STREET PLAZA,"1,361,600",592.02,"2,300",26 Apr 2019,77 HIGH STREET #03-04,Resale,Strata,55,"24,756",Office,999 yrs from 11/06/1827,06,17,179433,Central Region,Downtown Core
THE PLAZA,"828,000",721.19,"1,148",26 Apr 2019,7500A BEACH ROAD #08-323,Resale,Strata,67,"12,358",Office,99 yrs from 03/09/1968,07,19,199591,Central Region,Kallang
WOODS SQUARE,"1,015,700",559.73,"1,815",26 Apr 2019,12 WOODLANDS SQUARE #06-64,New Sale,Strata,52,"19,533",Office,99 yrs from 15/07/2014,25,73,737715,North Region,Woodlands
